Category,Subject,Icon,Episode No,Level,Episode Title,Description,Base XP,Badge
Humanities,🎭 Historia del Teatro y Artes Escénicas,🎭,2,Explorer,Teatro Medieval y Renacentista,"Autos, Shakespeare",100,
Humanities,🎭 Historia del Teatro y Artes Escénicas,🎭,3,Explorer,Ópera y Ballet,"Nacimiento de la ópera, grandes compositores",100,🥉 Bronze Badge
Humanities,🎭 Historia del Teatro y Artes Escénicas,🎭,4,Apprentice,Teatro del Siglo XIX,"Realismo, melodrama",200,
Humanities,🎭 Historia del Teatro y Artes Escénicas,🎭,5,Apprentice,Vanguardias del Siglo XX,"Brecht, Artaud, teatro del absurdo",200,
Humanities,🎭 Historia del Teatro y Artes Escénicas,🎭,6,Apprentice,Teatro Musical y Broadway,"Musical moderno, grandes éxitos",200,🥈 Silver Badge
Humanities,🎭 Historia del Teatro y Artes Escénicas,🎭,7,Connoisseur,Teatro Político y Social,Obras que cuestionan el poder,350,
Humanities,🎭 Historia del Teatro y Artes Escénicas,🎭,8,Connoisseur,Performance y Artes Vivas,"Happening, body art",350,🥇 Gold Badge
Humanities,🎭 Historia del Teatro y Artes Escénicas,🎭,9,Expert,Nuevos Medios Escénicos,"Proyecciones, VR, experiencias inmersivas",500,
Humanities,🎭 Historia del Teatro y Artes Escénicas,🎭,10,Expert,El Futuro del Teatro,"Hibridación digital, participación del público",500,💎 Diamond Badge
Humanities,📷 Historia de la Fotografía y Fotoperiodismo,📷,1,Explorer,Primeras Fotografías,"Daguerrotipos, Niepce, Daguerre",100,
Humanities,📷 Historia de la Fotografía y Fotoperiodismo,📷,2,Explorer,Retrato y Estudio,La fotografía como lujo,100,
Humanities,📷 Historia de la Fotografía y Fotoperiodismo,📷,3,Explorer,Fotografía Documental Temprana,"Vida urbana, colonias, guerra de Crimea",100,🥉 Bronze Badge
Humanities,📷 Historia de la Fotografía y Fotoperiodismo,📷,4,Apprentice,Grandes Guerras en Imágenes,"WWI, WWII, impacto en la opinión pública",200,
Humanities,📷 Historia de la Fotografía y Fotoperiodismo,📷,5,Apprentice,Agencias y Revistas Icónicas,"Magnum, LIFE",200,
Humanities,📷 Historia de la Fotografía y Fotoperiodismo,📷,6,Apprentice,Fotografía de Calle y Autoral,"Cartier-Bresson, Vivian Maier",200,🥈 Silver Badge
Humanities,📷 Historia de la Fotografía y Fotoperiodismo,📷,7,Connoisseur,Fotoperiodismo en la Era Digital,"24/7 news, redes sociales",350,
Humanities,📷 Historia de la Fotografía y Fotoperiodismo,📷,8,Connoisseur,Manipulación y Fake Images,"Edición, deepfakes, ética",350,🥇 Gold Badge
Humanities,📷 Historia de la Fotografía y Fotoperiodismo,📷,9,Expert,Fotografía como Arte Contemporáneo,"Museos, mercado, instalaciones",500,
Humanities,📷 Historia de la Fotografía y Fotoperiodismo,📷,10,Expert,"IA, Algoritmos y Visión por Computador","Clasificación, generación de imágenes",500,💎 Diamond Badge
Humanities,🗣️ Lenguas del Mundo y Escrituras,🗣️,1,Explorer,Qué es un Idioma,"Fonética, gramática, significado",100,
Humanities,🗣️ Lenguas del Mundo y Escrituras,🗣️,2,Explorer,Familias Lingüísticas,"Indoeuropea, sino-tibetana, afroasiática",100,
Humanities,🗣️ Lenguas del Mundo y Escrituras,🗣️,3,Explorer,Orígenes de la Escritura,"Cuneiforme, jeroglíficos",100,🥉 Bronze Badge
Humanities,🗣️ Lenguas del Mundo y Escrituras,🗣️,4,Apprentice,Alfabetos y Sistemas de Escritura,"Latino, cirílico, árabe, chino",200,
Humanities,🗣️ Lenguas del Mundo y Escrituras,🗣️,5,Apprentice,Lenguas en Peligro,"Extinción lingüística, revitalización",200,
Humanities,🗣️ Lenguas del Mundo y Escrituras,🗣️,6,Apprentice,Lenguas Francas y de Poder,"Inglés, español, mandarín",200,🥈 Silver Badge
Humanities,🗣️ Lenguas del Mundo y Escrituras,🗣️,7,Connoisseur,Política e Identidad Lingüística,"Nacionalismos, minorías",350,
Humanities,🗣️ Lenguas del Mundo y Escrituras,🗣️,8,Connoisseur,Traducción y Pérdida,"Matices, intraducibles",350,🥇 Gold Badge
Humanities,🗣️ Lenguas del Mundo y Escrituras,🗣️,9,Expert,IA y Traducción Automática,"Modelos neuronales, límites",500,
Humanities,🗣️ Lenguas del Mundo y Escrituras,🗣️,10,Expert,El Futuro del Multilingüismo,"Convergencia, diversidad",500,💎 Diamond Badge
Humanities,🍳 Historia de la Alimentación y Gastronomía,🍳,1,Explorer,Cazadores-Recolectores y Agricultura,Del forrajeo a los cultivos,100,
Humanities,🍳 Historia de la Alimentación y Gastronomía,🍳,2,Explorer,Granos y Civilizaciones,"Trigo, arroz, maíz",100,
Humanities,🍳 Historia de la Alimentación y Gastronomía,🍳,3,Explorer,Especias y Rutas Comerciales,"Curry, pimienta, oro aromático",100,🥉 Bronze Badge
Humanities,🍳 Historia de la Alimentación y Gastronomía,🍳,4,Apprentice,Colonialismo y Cocina,"Intercambio colombino, mestizaje culinario",200,
Humanities,🍳 Historia de la Alimentación y Gastronomía,🍳,5,Apprentice,Revolución Industrial y Comida Procesada,"Conservas, azúcar, fast food",200,
Humanities,🍳 Historia de la Alimentación y Gastronomía,🍳,6,Apprentice,Cocinas del Mundo,"Mediterránea, asiática, latinoamericana",200,🥈 Silver Badge
Humanities,🍳 Historia de la Alimentación y Gastronomía,🍳,7,Connoisseur,Alta Cocina y Chefs Estrella,"Guías, restaurantes icónicos",350,
Humanities,🍳 Historia de la Alimentación y Gastronomía,🍳,8,Connoisseur,Comida y Clase Social,"Acceso, status, marketing",350,🥇 Gold Badge
Humanities,🍳 Historia de la Alimentación y Gastronomía,🍳,9,Expert,Gastronomía Molecular y Ciencia,Física y química en la cocina,500,
Humanities,🍳 Historia de la Alimentación y Gastronomía,🍳,10,Expert,Futuro de la Alimentación,"Carne cultivada, insectos, sostenibilidad",500,💎 Diamond Badge
Society,🏭 Historia del Capitalismo y del Trabajo,🏭,1,Explorer,Economías Agrarias y Trueque,Antes del capitalismo,100,
Society,🏭 Historia del Capitalismo y del Trabajo,🏭,2,Explorer,Revolución Comercial y Mercantilismo,"Imperios, colonias",100,
Society,🏭 Historia del Capitalismo y del Trabajo,🏭,3,Explorer,Revolución Industrial,"Máquinas, fábricas, proletariado",100,🥉 Bronze Badge
Society,🏭 Historia del Capitalismo y del Trabajo,🏭,4,Apprentice,Capitalismo del Siglo XIX,"Ferrocarriles, monopolios",200,
Society,🏭 Historia del Capitalismo y del Trabajo,🏭,5,Apprentice,Estado del Bienestar y Fordismo,"Producción en masa, derechos laborales",200,
Society,🏭 Historia del Capitalismo y del Trabajo,🏭,6,Apprentice,Neoliberalismo y Globalización,"Deslocalización, finanzas",200,🥈 Silver Badge
Society,🏭 Historia del Capitalismo y del Trabajo,🏭,7,Connoisseur,Automatización y Trabajo Precario,"Gig economy, plataformas",350,
Society,🏭 Historia del Capitalismo y del Trabajo,🏭,8,Connoisseur,Críticas y Alternativas,"Marxismo, economía solidaria",350,🥇 Gold Badge
Society,🏭 Historia del Capitalismo y del Trabajo,🏭,9,Expert,Capitalismo Digital y de Vigilancia,Datos como mercancía,500,
Society,🏭 Historia del Capitalismo y del Trabajo,🏭,10,Expert,El Futuro del Trabajo,"Renta básica, robots",500,💎 Diamond Badge
Society,📱 Sociología de las Redes Sociales,📱,1,Explorer,De Foros a Redes Sociales,"Blogs, MySpace, Facebook",100,
Society,📱 Sociología de las Redes Sociales,📱,2,Explorer,Plataformas Clave,"Twitter/X, Instagram, TikTok",100,
Society,📱 Sociología de las Redes Sociales,📱,3,Explorer,"Likes, Seguidores y Ego",Psicología básica del feedback,100,🥉 Bronze Badge
Society,📱 Sociología de las Redes Sociales,📱,4,Apprentice,Algoritmos y Burbujas de Filtro,Qué ves y qué no ves,200,
Society,📱 Sociología de las Redes Sociales,📱,5,Apprentice,Influencers y Economía de Creadores,Modelos de ingresos,200,
Society,📱 Sociología de las Redes Sociales,📱,6,Apprentice,Ciberacoso y Toxicidad,Efectos en la salud mental,200,🥈 Silver Badge
Society,📱 Sociología de las Redes Sociales,📱,7,Connoisseur,Redes y Política,"Campañas, desinformación",350,
Society,📱 Sociología de las Redes Sociales,📱,8,Connoisseur,Activismo Digital,"Hashtags, movimientos sociales",350,🥇 Gold Badge
Society,📱 Sociología de las Redes Sociales,📱,9,Expert,"Datos, Vigilancia y Privacidad",Seguimiento masivo,500,
Society,📱 Sociología de las Redes Sociales,📱,10,Expert,El Futuro de la Vida Conectada,"Metaversos, identidades múltiples",500,💎 Diamond Badge
Society,🗳️ Sistemas Políticos del Mundo,🗳️,1,Explorer,Qué es un Estado,"Territorio, población, soberanía",100,
Society,🗳️ Sistemas Políticos del Mundo,🗳️,2,Explorer,Democracias y Dictaduras,Clasificaciones básicas,100,
Society,🗳️ Sistemas Políticos del Mundo,🗳️,3,Explorer,Separación de Poderes,"Ejecutivo, legislativo, judicial",100,🥉 Bronze Badge
Society,🗳️ Sistemas Políticos del Mundo,🗳️,4,Apprentice,Modelos Parlamentarios y Presidenciales,"Reino Unido, EE.UU.",200,
Society,🗳️ Sistemas Políticos del Mundo,🗳️,5,Apprentice,Regímenes Autoritarios,"Control, propaganda",200,
Society,🗳️ Sistemas Políticos del Mundo,🗳️,6,Apprentice,Organismos Supranacionales,"UE, ONU, OEA",200,🥈 Silver Badge
Society,🗳️ Sistemas Políticos del Mundo,🗳️,7,Connoisseur,Transiciones Democráticas,Ejemplos históricos,350,
Society,🗳️ Sistemas Políticos del Mundo,🗳️,8,Connoisseur,Populismo y Polarización,Tendencias recientes,350,🥇 Gold Badge
Society,🗳️ Sistemas Políticos del Mundo,🗳️,9,Expert,Tecnología y Gobernanza,"Voto electrónico, e-gobierno",500,
Society,🗳️ Sistemas Políticos del Mundo,🗳️,10,Expert,Democracia del Futuro,"Participación digital, IA y política",500,💎 Diamond Badge
Society,♀️ Historia del Feminismo y Movimientos Sociales,♀️,1,Explorer,Primeras Luchas por Derechos,"Sufragistas, abolición",100,
Society,♀️ Historia del Feminismo y Movimientos Sociales,♀️,2,Explorer,Olas del Feminismo,"Primera, segunda, tercera",100,
Society,♀️ Historia del Feminismo y Movimientos Sociales,♀️,3,Explorer,Movimientos Obreros,"Sindicatos, 1 de mayo",100,🥉 Bronze Badge
Society,♀️ Historia del Feminismo y Movimientos Sociales,♀️,4,Apprentice,Luchas por Derechos Civiles,"EE.UU., Sudáfrica",200,
Society,♀️ Historia del Feminismo y Movimientos Sociales,♀️,5,Apprentice,Movimiento LGTBI+,Hitos y conquistas,200,
Society,♀️ Historia del Feminismo y Movimientos Sociales,♀️,6,Apprentice,Ecologismo y Pacifismo,Movimiento verde,200,🥈 Silver Badge
Society,♀️ Historia del Feminismo y Movimientos Sociales,♀️,7,Connoisseur,Intersectionalidad y Nuevas Agendas,Cruce de opresiones,350,
Society,♀️ Historia del Feminismo y Movimientos Sociales,♀️,8,Connoisseur,Redes Sociales y Movilización,"#MeToo, Primavera Árabe",350,🥇 Gold Badge
Society,♀️ Historia del Feminismo y Movimientos Sociales,♀️,9,Expert,Reacción y Backlash,Resistencias y contramovimientos,500,
Society,♀️ Historia del Feminismo y Movimientos Sociales,♀️,10,Expert,Movimientos Sociales del Futuro,Nuevas causas emergentes,500,💎 Diamond Badge
Society,⌛ Economía de la Atención,⌛,1,Explorer,Qué es la Atención,"Recurso limitado, foco",100,
Society,⌛ Economía de la Atención,⌛,2,Explorer,Publicidad Tradicional,"TV, radio, prensa",100,
Society,⌛ Economía de la Atención,⌛,3,Explorer,Publicidad Digital,"Banners, search ads",100,🥉 Bronze Badge
Society,⌛ Economía de la Atención,⌛,4,Apprentice,Plataformas y Tiempo de Pantalla,Modelos de negocio,200,
Society,⌛ Economía de la Atención,⌛,5,Apprentice,Scroll Infinito y Notificaciones,Diseño adictivo,200,
Society,⌛ Economía de la Atención,⌛,6,Apprentice,Creadores y Contenido Viral,Métricas y tendencias,200,🥈 Silver Badge
Society,⌛ Economía de la Atención,⌛,7,Connoisseur,Coste Cognitivo y Salud Mental,Burnout informativo,350,
Society,⌛ Economía de la Atención,⌛,8,Connoisseur,Regulación y Privacidad,Leyes de datos,350,🥇 Gold Badge
Society,⌛ Economía de la Atención,⌛,9,Expert,Resistencia: Minimalismo Digital,Estrategias para recuperar el foco,500,
Society,⌛ Economía de la Atención,⌛,10,Expert,Futuro de la Atención,"Interfaces nuevas, IA curadora",500,💎 Diamond Badge
Nature,🏞️ Grandes Ríos y Civilizaciones,🏞️,1,Explorer,"Nilo, Tigris y Éufrates",Cunas de civilización,100,
Nature,🏞️ Grandes Ríos y Civilizaciones,🏞️,2,Explorer,Indo y Ganges,India antigua y moderna,100,
Nature,🏞️ Grandes Ríos y Civilizaciones,🏞️,3,Explorer,Yangtsé y Amarillo,China y sus ríos,100,🥉 Bronze Badge
Nature,🏞️ Grandes Ríos y Civilizaciones,🏞️,4,Apprentice,Ríos de Europa,"Danubio, Rin, comercio",200,
Nature,🏞️ Grandes Ríos y Civilizaciones,🏞️,5,Apprentice,Ríos de América,"Amazonas, Mississippi",200,
Nature,🏞️ Grandes Ríos y Civilizaciones,🏞️,6,Apprentice,Ríos de África y su Impacto,"Niger, Congo",200,🥈 Silver Badge
Nature,🏞️ Grandes Ríos y Civilizaciones,🏞️,7,Connoisseur,Represas y Gestión del Agua,"Asuán, Tres Gargantas",350,
Nature,🏞️ Grandes Ríos y Civilizaciones,🏞️,8,Connoisseur,Contaminación y Sequías,Crisis hídricas,350,🥇 Gold Badge
Nature,🏞️ Grandes Ríos y Civilizaciones,🏞️,9,Expert,Guerras del Agua,Conflictos actuales y potenciales,500,
Nature,🏞️ Grandes Ríos y Civilizaciones,🏞️,10,Expert,Futuro de los Grandes Ríos,Adaptación climática,500,💎 Diamond Badge
Nature,🏜️ Desiertos del Mundo y Supervivencia,🏜️,1,Explorer,Qué es un Desierto,"Tipos, clima",100,
Nature,🏜️ Desiertos del Mundo y Supervivencia,🏜️,2,Explorer,Sahara y Desiertos Africanos,Historia y pueblos,100,
Nature,🏜️ Desiertos del Mundo y Supervivencia,🏜️,3,Explorer,Desiertos de Asia,"Gobi, Arabia",100,🥉 Bronze Badge
Nature,🏜️ Desiertos del Mundo y Supervivencia,🏜️,4,Apprentice,Desiertos de América,"Atacama, Sonora",200,
Nature,🏜️ Desiertos del Mundo y Supervivencia,🏜️,5,Apprentice,Flora y Fauna Adaptada,Estrategias de vida,200,
Nature,🏜️ Desiertos del Mundo y Supervivencia,🏜️,6,Apprentice,Supervivencia Humana,"Técnicas, expediciones",200,🥈 Silver Badge
Nature,🏜️ Desiertos del Mundo y Supervivencia,🏜️,7,Connoisseur,Desertificación,Causas humanas y naturales,350,
Nature,🏜️ Desiertos del Mundo y Supervivencia,🏜️,8,Connoisseur,Energía Solar en Desiertos,Mega proyectos,350,🥇 Gold Badge
Nature,🏜️ Desiertos del Mundo y Supervivencia,🏜️,9,Expert,Ciudades y Proyectos en Desiertos,"Dubai, NEOM",500,
Nature,🏜️ Desiertos del Mundo y Supervivencia,🏜️,10,Expert,Vida en Otros Mundos Desérticos,Marte como desierto extremo,500,💎 Diamond Badge
Nature,🌲 Bosques y Selvas,🌲,1,Explorer,Tipos de Bosques,"Tropicales, templados, boreales",100,
Nature,🌲 Bosques y Selvas,🌲,2,Explorer,Amazonia y Grandes Selvas,Biodiversidad y pueblos,100,
Nature,🌲 Bosques y Selvas,🌲,3,Explorer,Bosques del Norte,"Taiga, tundra",100,🥉 Bronze Badge
Nature,🌲 Bosques y Selvas,🌲,4,Apprentice,Bosques y Clima,Sumideros de carbono,200,
Nature,🌲 Bosques y Selvas,🌲,5,Apprentice,Deforestación,Causas y consecuencias,200,
Nature,🌲 Bosques y Selvas,🌲,6,Apprentice,Conservación y Parques,Modelos de protección,200,🥈 Silver Badge
Nature,🌲 Bosques y Selvas,🌲,7,Connoisseur,Economía del Bosque,"Madera, turismo, servicios ecosistémicos",350,
Nature,🌲 Bosques y Selvas,🌲,8,Connoisseur,Incendios Forestales,Cambio climático y gestión,350,🥇 Gold Badge
Nature,🌲 Bosques y Selvas,🌲,9,Expert,Restauración Ecológica,Reforestación inteligente,500,
Nature,🌲 Bosques y Selvas,🌲,10,Expert,Bosques del Futuro,"Rewilding, reservas integrales",500,💎 Diamond Badge
Nature,🦤 Fauna Extinta Reciente y Conservación,🦤,1,Explorer,Especies Extintas Recientes,"Dodo, tilacino",100,
Nature,🦤 Fauna Extinta Reciente y Conservación,🦤,2,Explorer,Causas de Extinción,"Caza, hábitat, invasoras",100,
Nature,🦤 Fauna Extinta Reciente y Conservación,🦤,3,Explorer,Historias Emblemáticas,"Búfalo americano, ballena azul",100,🥉 Bronze Badge
Nature,🦤 Fauna Extinta Reciente y Conservación,🦤,4,Apprentice,Listas Rojas y Estado de Conservación,UICN,200,
Nature,🦤 Fauna Extinta Reciente y Conservación,🦤,5,Apprentice,Zoológicos y Reservas,Rol en conservación,200,
Nature,🦤 Fauna Extinta Reciente y Conservación,🦤,6,Apprentice,Éxitos en Recuperación,"Lince ibérico, cóndor",200,🥈 Silver Badge
Nature,🦤 Fauna Extinta Reciente y Conservación,🦤,7,Connoisseur,Conservación Genética,Bancos de genes,350,
Nature,🦤 Fauna Extinta Reciente y Conservación,🦤,8,Connoisseur,Rewilding y Reintroducciones,Casos prácticos,350,🥇 Gold Badge
Nature,🦤 Fauna Extinta Reciente y Conservación,🦤,9,Expert,De-Extinción,Mamuts y debate ético,500,
Nature,🦤 Fauna Extinta Reciente y Conservación,🦤,10,Expert,Convivencia Humano-Fauna,Nuevos pactos y límites,500,💎 Diamond Badge
Nature,🧊 Glaciares y Regiones Polares,🧊,1,Explorer,Qué es un Glaciar,"Formación, tipos",100,
Nature,🧊 Glaciares y Regiones Polares,🧊,2,Explorer,Ártico y Antártida,Diferencias básicas,100,
Nature,🧊 Glaciares y Regiones Polares,🧊,3,Explorer,Fauna Polar,"Osos, pingüinos, focas",100,🥉 Bronze Badge
Nature,🧊 Glaciares y Regiones Polares,🧊,4,Apprentice,Hielo y Clima Global,"Albedo, regulador térmico",200,
Nature,🧊 Glaciares y Regiones Polares,🧊,5,Apprentice,Exploradores Polares,"Amundsen, Scott",200,
Nature,🧊 Glaciares y Regiones Polares,🧊,6,Apprentice,Bases Científicas,Investigación en los polos,200,🥈 Silver Badge
Nature,🧊 Glaciares y Regiones Polares,🧊,7,Connoisseur,Retroceso de Glaciares,Impactos locales,350,
Nature,🧊 Glaciares y Regiones Polares,🧊,8,Connoisseur,Rutas Marítimas y Recursos,Paso del Noroeste,350,🥇 Gold Badge
Nature,🧊 Glaciares y Regiones Polares,🧊,9,Expert,Conflictos Geopolíticos en el Hielo,Reclamos territoriales,500,
Nature,🧊 Glaciares y Regiones Polares,🧊,10,Expert,Futuro de las Regiones Polares,Escenarios climáticos,500,💎 Diamond Badge
Technology,💡 Innovación y Emprendimiento,💡,1,Explorer,Qué es Innovar,"Ideas, problemas y soluciones",100,
Technology,💡 Innovación y Emprendimiento,💡,2,Explorer,Casos Históricos de Emprendedores,"Edison, Ford",100,
Technology,💡 Innovación y Emprendimiento,💡,3,Explorer,Startups y Silicon Valley,Nacimiento del ecosistema,100,🥉 Bronze Badge
Technology,💡 Innovación y Emprendimiento,💡,4,Apprentice,Modelos de Negocio,"Suscripción, marketplace, freemium",200,
Technology,💡 Innovación y Emprendimiento,💡,5,Apprentice,Financiación y Capital Riesgo,"VC, ángeles, bootstrapping",200,
Technology,💡 Innovación y Emprendimiento,💡,6,Apprentice,Validación y Producto Mínimo Viable,Iterar con usuarios,200,🥈 Silver Badge
Technology,💡 Innovación y Emprendimiento,💡,7,Connoisseur,Escalar una Startup,"Equipo, procesos, cultura",350,
Technology,💡 Innovación y Emprendimiento,💡,8,Connoisseur,Fracaso y Aprendizaje,"Casos sonados, lecciones",350,🥇 Gold Badge
Technology,💡 Innovación y Emprendimiento,💡,9,Expert,Emprendimiento de Impacto,"Triple balance, sostenibilidad",500,
Technology,💡 Innovación y Emprendimiento,💡,10,Expert,Innovar con IA,Nuevos modelos habilitados por IA,500,💎 Diamond Badge
Society,💵 Psicología del Dinero,💵,1,Explorer,Dinero y Emociones,"Miedo, avaricia",100,
Society,💵 Psicología del Dinero,💵,2,Explorer,Sesgos en Decisiones Financieras,"Anclas, aversión a la pérdida",100,
Society,💵 Psicología del Dinero,💵,3,Explorer,Hábitos de Consumo,Impulso vs planificación,100,🥉 Bronze Badge
Society,💵 Psicología del Dinero,💵,4,Apprentice,Publicidad y Compra,Técnicas de persuasión,200,
Society,💵 Psicología del Dinero,💵,5,Apprentice,Endeudamiento y Crédito,Psicología del préstamo,200,
Society,💵 Psicología del Dinero,💵,6,Apprentice,Ahorro e Inversión,Mentalidad de largo plazo,200,🥈 Silver Badge
Society,💵 Psicología del Dinero,💵,7,Connoisseur,Dinero y Estatus,"Señales, comparación social",350,
Society,💵 Psicología del Dinero,💵,8,Connoisseur,Cultura y Relación con el Dinero,Diferencias regionales,350,🥇 Gold Badge
Society,💵 Psicología del Dinero,💵,9,Expert,Dinero y Felicidad,Qué dice la investigación,500,
Society,💵 Psicología del Dinero,💵,10,Expert,Reescribir tu Narrativa Financiera,Cambiar creencias y hábitos,500,💎 Diamond Badge
Health,📈 Hábitos y Productividad,📈,1,Explorer,Qué es un Hábito,Bucle señal-rutina-recompensa,100,
Health,📈 Hábitos y Productividad,📈,2,Explorer,Motivación y Voluntad,Mitologías y realidades,100,
Health,📈 Hábitos y Productividad,📈,3,Explorer,Procrastinación,Por qué la mente pospone,100,🥉 Bronze Badge
Health,📈 Hábitos y Productividad,📈,4,Apprentice,Sistemas de Organización,"Listas, calendarios, GTD",200,
Health,📈 Hábitos y Productividad,📈,5,Apprentice,Gestión del Tiempo,"Bloques, timeboxing",200,
Health,📈 Hábitos y Productividad,📈,6,Apprentice,"Energía, Sueño y Productividad",Ritmos biológicos,200,🥈 Silver Badge
Health,📈 Hábitos y Productividad,📈,7,Connoisseur,Diseñar Hábitos Duraderos,"Ambiente, identidad",350,
Health,📈 Hábitos y Productividad,📈,8,Connoisseur,Productividad en la Era Digital,"Distracciones, multitarea",350,🥇 Gold Badge
Health,📈 Hábitos y Productividad,📈,9,Expert,Flujo (Flow) y Alto Rendimiento,Condiciones para entrar en flow,500,
Health,📈 Hábitos y Productividad,📈,10,Expert,Sistemas de Productividad Personalizados,Crearte tu propio sistema,500,💎 Diamond Badge
Society,🏙️ Historia de las Ciudades y Urbanismo,🏙️,1,Explorer,Primeras Ciudades,"Mesopotamia, valle del Indo",100,
Society,🏙️ Historia de las Ciudades y Urbanismo,🏙️,2,Explorer,Ciudades Antiguas,"Roma, Atenas, Teotihuacán",100,
Society,🏙️ Historia de las Ciudades y Urbanismo,🏙️,3,Explorer,Ciudades Medievales,"Murallas, gremios",100,🥉 Bronze Badge
Society,🏙️ Historia de las Ciudades y Urbanismo,🏙️,4,Apprentice,Revolución Industrial y Ciudad,"Fábricas, barrios obreros",200,
Society,🏙️ Historia de las Ciudades y Urbanismo,🏙️,5,Apprentice,Urbanismo Moderno,"Haussmann, zonificación",200,
Society,🏙️ Historia de las Ciudades y Urbanismo,🏙️,6,Apprentice,Megaciudades y Suburbios,Crecimiento acelerado,200,🥈 Silver Badge
Society,🏙️ Historia de las Ciudades y Urbanismo,🏙️,7,Connoisseur,Problemas Urbanos,"Tráfico, vivienda, contaminación",350,
Society,🏙️ Historia de las Ciudades y Urbanismo,🏙️,8,Connoisseur,Ciudades Sostenibles,"Transporte público, verde",350,🥇 Gold Badge
Society,🏙️ Historia de las Ciudades y Urbanismo,🏙️,9,Expert,Smart Cities,"Datos, sensores, gobernanza",500,
Society,🏙️ Historia de las Ciudades y Urbanismo,🏙️,10,Expert,Ciudades del Futuro,"Verticales, flotantes, resilientes",500,💎 Diamond Badge
Technology,🕹️ Videojuegos y Sociedad,🕹️,1,Explorer,Historia Básica del Juego Digital,Hitos principales,100,
Technology,🕹️ Videojuegos y Sociedad,🕹️,2,Explorer,Culturas de Jugadores,"Casual, hardcore",100,
Technology,🕹️ Videojuegos y Sociedad,🕹️,3,Explorer,Comunidades Online,"Clanes, guilds",100,🥉 Bronze Badge
Technology,🕹️ Videojuegos y Sociedad,🕹️,4,Apprentice,Esports y Espectadores,Audiencias masivas,200,
Technology,🕹️ Videojuegos y Sociedad,🕹️,5,Apprentice,Representación y Diversidad,"Género, raza",200,
Technology,🕹️ Videojuegos y Sociedad,🕹️,6,Apprentice,Juegos y Educación,Serious games,200,🥈 Silver Badge
Technology,🕹️ Videojuegos y Sociedad,🕹️,7,Connoisseur,Adicción y Regulación,"Clasificaciones, límites",350,
Technology,🕹️ Videojuegos y Sociedad,🕹️,8,Connoisseur,Economías Virtuales,"Objetos, skins, mercados",350,🥇 Gold Badge
Technology,🕹️ Videojuegos y Sociedad,🕹️,9,Expert,Juegos como Arte Político,Crítica y reflexión,500,
Technology,🕹️ Videojuegos y Sociedad,🕹️,10,Expert,Fronteras Difusas Realidad-Juego,Metaversos,500,💎 Diamond Badge
Humanities,🚀 Ciencia Ficción y Futuro,🚀,1,Explorer,Orígenes de la Ciencia Ficción,"Verne, Wells",100,
Humanities,🚀 Ciencia Ficción y Futuro,🚀,2,Explorer,Edad Dorada,"Asimov, Clarke",100,
Humanities,🚀 Ciencia Ficción y Futuro,🚀,3,Explorer,Cine de Ciencia Ficción,"2001, Star Wars",100,🥉 Bronze Badge
Humanities,🚀 Ciencia Ficción y Futuro,🚀,4,Apprentice,Distopías y Crítica Social,"1984, Blade Runner",200,
Humanities,🚀 Ciencia Ficción y Futuro,🚀,5,Apprentice,Utopías y Posibles Mundos,"Star Trek, solarpunk",200,
Humanities,🚀 Ciencia Ficción y Futuro,🚀,6,Apprentice,Space Opera y Aventuras Cósmicas,Grandes sagas,200,🥈 Silver Badge
Humanities,🚀 Ciencia Ficción y Futuro,🚀,7,Connoisseur,Ciberpunk y Realidades Virtuales,"Neuromante, Matrix",350,
Humanities,🚀 Ciencia Ficción y Futuro,🚀,8,Connoisseur,Biopunk y Genética,Manipulación de cuerpos,350,🥇 Gold Badge
Humanities,🚀 Ciencia Ficción y Futuro,🚀,9,Expert,SF y Predicciones Cumplidas,Tecnologías anticipadas,500,
Humanities,🚀 Ciencia Ficción y Futuro,🚀,10,Expert,Ficción como Laboratorio del Futuro,Inspirar ciencia real,500,💎 Diamond Badge
Humanities,👗 Historia de la Moda,👗,1,Explorer,Vestimenta en la Antigüedad,"Togas, túnicas",100,
Humanities,👗 Historia de la Moda,👗,2,Explorer,Ropas Medievales y Renacentistas,"Cortes, símbolos",100,
Humanities,👗 Historia de la Moda,👗,3,Explorer,Moda del Siglo XIX,"Crinolinas, trajes",100,🥉 Bronze Badge
Humanities,👗 Historia de la Moda,👗,4,Apprentice,Alta Costura y Diseñadores,"Chanel, Dior",200,
Humanities,👗 Historia de la Moda,👗,5,Apprentice,Moda Juvenil y Subculturas,"Punk, hip-hop",200,
Humanities,👗 Historia de la Moda,👗,6,Apprentice,Fast Fashion,Producción masiva,200,🥈 Silver Badge
Humanities,👗 Historia de la Moda,👗,7,Connoisseur,Impacto Ambiental de la Moda,"Contaminación, residuos",350,
Humanities,👗 Historia de la Moda,👗,8,Connoisseur,Moda Ética y Sostenible,"Algodón orgánico, reciclaje",350,🥇 Gold Badge
Humanities,👗 Historia de la Moda,👗,9,Expert,Tecnología Textil,Ropa inteligente,500,
Humanities,👗 Historia de la Moda,👗,10,Expert,Futuro de la Moda,"Digital, virtual, IA",500,💎 Diamond Badge
Technology,📐 Arquitectura de la Información y UX,📐,1,Explorer,Qué es UX,Experiencia de usuario,100,
Technology,📐 Arquitectura de la Información y UX,📐,2,Explorer,Interfaces a lo Largo del Tiempo,"CLI, GUI, móvil",100,
