Category,Subject,Icon,Episode No,Level,Episode Title,Description,Base XP,Badge
Tecnologia,📡 Tecnologías de Comunicación,📡,10,Esperto,Comunicación del Futuro,"Redes cuánticas, espacio profundo",500,💎 Distintivo di Diamante
Umanistiche,🎬 Historia del Cine y el Documental,🎬,1,Esploratore,Nacimiento del Cine,"Lumière, Méliès y las primeras proyecciones",100,
Umanistiche,🎬 Historia del Cine y el Documental,🎬,2,Esploratore,Hollywood Clásico,"Estudios, sistema de estrellas, cine mudo a sonoro",100,
Umanistiche,🎬 Historia del Cine y el Documental,🎬,3,Esploratore,Nueva Ola y Cine de Autor,"Truffaut, Godard y otros movimientos",100,🥉 Distintivo di Bronzo
Umanistiche,🎬 Historia del Cine y el Documental,🎬,4,Apprendista,Origen del Documental,"Nanook, propaganda, cine etnográfico",200,
Umanistiche,🎬 Historia del Cine y el Documental,🎬,5,Apprendista,Estilos de Documental,"Observacional, participativo, ensayo",200,
Umanistiche,🎬 Historia del Cine y el Documental,🎬,6,Apprendista,Documental de Naturaleza y Ciencia,"BBC, National Geographic, formatos",200,🥈 Distintivo d'Argento
Umanistiche,🎬 Historia del Cine y el Documental,🎬,7,Intenditore,Documental de Denuncia Social,Casos que cambiaron leyes y conciencias,350,
Umanistiche,🎬 Historia del Cine y el Documental,🎬,8,Intenditore,Docuseries y Plataformas,"Streaming, true crime, formatos seriales",350,🥇 Distintivo d'Oro
Umanistiche,🎬 Historia del Cine y el Documental,🎬,9,Esperto,Lenguaje y Ética del Documental,"Manipulación, puesta en escena, límites",500,
Umanistiche,🎬 Historia del Cine y el Documental,🎬,10,Esperto,El Futuro del Documental con IA,"Producción automatizada, personalización",500,💎 Distintivo di Diamante
Umanistiche,📚 Literatura Universal,📚,1,Esploratore,"Mitos, Epopeyas y Textos Fundacionales","Gilgamesh, Ilíada, textos sagrados",100,
Umanistiche,📚 Literatura Universal,📚,2,Esploratore,Teatro Clásico y Tragedia,"Sófocles, Shakespeare",100,
Umanistiche,📚 Literatura Universal,📚,3,Esploratore,Novela Moderna,Del siglo XIX al realismo,100,🥉 Distintivo di Bronzo
Umanistiche,📚 Literatura Universal,📚,4,Apprendista,Realismo y Naturalismo,"Tolstói, Zola, Galdós",200,
Umanistiche,📚 Literatura Universal,📚,5,Apprendista,Vanguardias y Modernismo,"Joyce, Kafka, Proust",200,
Umanistiche,📚 Literatura Universal,📚,6,Apprendista,Literaturas no Occidentales,"Autores clave de Asia, África, Latinoamérica",200,🥈 Distintivo d'Argento
Umanistiche,📚 Literatura Universal,📚,7,Intenditore,Boom Latinoamericano,"García Márquez, Cortázar, Vargas Llosa",350,
Umanistiche,📚 Literatura Universal,📚,8,Intenditore,Literatura Contemporánea,"Posmodernidad, autoficción, nuevos formatos",350,🥇 Distintivo d'Oro
Umanistiche,📚 Literatura Universal,📚,9,Esperto,Adaptaciones al Cine y la TV,Cómo cambian las historias,500,
Umanistiche,📚 Literatura Universal,📚,10,Esperto,IA y Escritura del Futuro,"Modelos generativos, coautoría",500,💎 Distintivo di Diamante
Umanistiche,🎭 Historia del Teatro y Artes Escénicas,🎭,1,Esploratore,Teatro Griego y Romano,"Tragedia, comedia, anfiteatros",100,
Umanistiche,🎭 Historia del Teatro y Artes Escénicas,🎭,2,Esploratore,Teatro Medieval y Renacentista,"Autos, Shakespeare",100,
Umanistiche,🎭 Historia del Teatro y Artes Escénicas,🎭,3,Esploratore,Ópera y Ballet,"Nacimiento de la ópera, grandes compositores",100,🥉 Distintivo di Bronzo
Umanistiche,🎭 Historia del Teatro y Artes Escénicas,🎭,4,Apprendista,Teatro del Siglo XIX,"Realismo, melodrama",200,
Umanistiche,🎭 Historia del Teatro y Artes Escénicas,🎭,5,Apprendista,Vanguardias del Siglo XX,"Brecht, Artaud, teatro del absurdo",200,
Umanistiche,🎭 Historia del Teatro y Artes Escénicas,🎭,6,Apprendista,Teatro Musical y Broadway,"Musical moderno, grandes éxitos",200,🥈 Distintivo d'Argento
Umanistiche,🎭 Historia del Teatro y Artes Escénicas,🎭,7,Intenditore,Teatro Político y Social,Obras que cuestionan el poder,350,
Umanistiche,🎭 Historia del Teatro y Artes Escénicas,🎭,8,Intenditore,Performance y Artes Vivas,"Happening, body art",350,🥇 Distintivo d'Oro
Umanistiche,🎭 Historia del Teatro y Artes Escénicas,🎭,9,Esperto,Nuevos Medios Escénicos,"Proyecciones, VR, experiencias inmersivas",500,
Umanistiche,🎭 Historia del Teatro y Artes Escénicas,🎭,10,Esperto,El Futuro del Teatro,"Hibridación digital, participación del público",500,💎 Distintivo di Diamante
Umanistiche,📷 Historia de la Fotografía y Fotoperiodismo,📷,1,Esploratore,Primeras Fotografías,"Daguerrotipos, Niepce, Daguerre",100,
Umanistiche,📷 Historia de la Fotografía y Fotoperiodismo,📷,2,Esploratore,Retrato y Estudio,La fotografía como lujo,100,
Umanistiche,📷 Historia de la Fotografía y Fotoperiodismo,📷,3,Esploratore,Fotografía Documental Temprana,"Vida urbana, colonias, guerra de Crimea",100,🥉 Distintivo di Bronzo
Umanistiche,📷 Historia de la Fotografía y Fotoperiodismo,📷,4,Apprendista,Grandes Guerras en Imágenes,"WWI, WWII, impacto en la opinión pública",200,
Umanistiche,📷 Historia de la Fotografía y Fotoperiodismo,📷,5,Apprendista,Agencias y Revistas Icónicas,"Magnum, LIFE",200,
Umanistiche,📷 Historia de la Fotografía y Fotoperiodismo,📷,6,Apprendista,Fotografía de Calle y Autoral,"Cartier-Bresson, Vivian Maier",200,🥈 Distintivo d'Argento
Umanistiche,📷 Historia de la Fotografía y Fotoperiodismo,📷,7,Intenditore,Fotoperiodismo en la Era Digital,"24/7 news, redes sociales",350,
Umanistiche,📷 Historia de la Fotografía y Fotoperiodismo,📷,8,Intenditore,Manipulación y Fake Images,"Edición, deepfakes, ética",350,🥇 Distintivo d'Oro
Umanistiche,📷 Historia de la Fotografía y Fotoperiodismo,📷,9,Esperto,Fotografía como Arte Contemporáneo,"Museos, mercado, instalaciones",500,
Umanistiche,📷 Historia de la Fotografía y Fotoperiodismo,📷,10,Esperto,"IA, Algoritmos y Visión por Computador","Clasificación, generación de imágenes",500,💎 Distintivo di Diamante
Umanistiche,🗣️ Lenguas del Mundo y Escrituras,🗣️,1,Esploratore,Qué es un Idioma,"Fonética, gramática, significado",100,
Umanistiche,🗣️ Lenguas del Mundo y Escrituras,🗣️,2,Esploratore,Familias Lingüísticas,"Indoeuropea, sino-tibetana, afroasiática",100,
Umanistiche,🗣️ Lenguas del Mundo y Escrituras,🗣️,3,Esploratore,Orígenes de la Escritura,"Cuneiforme, jeroglíficos",100,🥉 Distintivo di Bronzo
Umanistiche,🗣️ Lenguas del Mundo y Escrituras,🗣️,4,Apprendista,Alfabetos y Sistemas de Escritura,"Latino, cirílico, árabe, chino",200,
Umanistiche,🗣️ Lenguas del Mundo y Escrituras,🗣️,5,Apprendista,Lenguas en Peligro,"Extinción lingüística, revitalización",200,
Umanistiche,🗣️ Lenguas del Mundo y Escrituras,🗣️,6,Apprendista,Lenguas Francas y de Poder,"Inglés, español, mandarín",200,🥈 Distintivo d'Argento
Umanistiche,🗣️ Lenguas del Mundo y Escrituras,🗣️,7,Intenditore,Política e Identidad Lingüística,"Nacionalismos, minorías",350,
Umanistiche,🗣️ Lenguas del Mundo y Escrituras,🗣️,8,Intenditore,Traducción y Pérdida,"Matices, intraducibles",350,🥇 Distintivo d'Oro
Umanistiche,🗣️ Lenguas del Mundo y Escrituras,🗣️,9,Esperto,IA y Traducción Automática,"Modelos neuronales, límites",500,
Umanistiche,🗣️ Lenguas del Mundo y Escrituras,🗣️,10,Esperto,El Futuro del Multilingüismo,"Convergencia, diversidad",500,💎 Distintivo di Diamante
Umanistiche,🍳 Historia de la Alimentación y Gastronomía,🍳,1,Esploratore,Cazadores-Recolectores y Agricultura,Del forrajeo a los cultivos,100,
Umanistiche,🍳 Historia de la Alimentación y Gastronomía,🍳,2,Esploratore,Granos y Civilizaciones,"Trigo, arroz, maíz",100,
Umanistiche,🍳 Historia de la Alimentación y Gastronomía,🍳,3,Esploratore,Especias y Rutas Comerciales,"Curry, pimienta, oro aromático",100,🥉 Distintivo di Bronzo
Umanistiche,🍳 Historia de la Alimentación y Gastronomía,🍳,4,Apprendista,Colonialismo y Cocina,"Intercambio colombino, mestizaje culinario",200,
Umanistiche,🍳 Historia de la Alimentación y Gastronomía,🍳,5,Apprendista,Revolución Industrial y Comida Procesada,"Conservas, azúcar, fast food",200,
Umanistiche,🍳 Historia de la Alimentación y Gastronomía,🍳,6,Apprendista,Cocinas del Mundo,"Mediterránea, asiática, latinoamericana",200,🥈 Distintivo d'Argento
Umanistiche,🍳 Historia de la Alimentación y Gastronomía,🍳,7,Intenditore,Alta Cocina y Chefs Estrella,"Guías, restaurantes icónicos",350,
Umanistiche,🍳 Historia de la Alimentación y Gastronomía,🍳,8,Intenditore,Comida y Clase Social,"Acceso, status, marketing",350,🥇 Distintivo d'Oro
Umanistiche,🍳 Historia de la Alimentación y Gastronomía,🍳,9,Esperto,Gastronomía Molecular y Ciencia,Física y química en la cocina,500,
Umanistiche,🍳 Historia de la Alimentación y Gastronomía,🍳,10,Esperto,Futuro de la Alimentación,"Carne cultivada, insectos, sostenibilidad",500,💎 Distintivo di Diamante
Società,🏭 Historia del Capitalismo y del Trabajo,🏭,1,Esploratore,Economías Agrarias y Trueque,Antes del capitalismo,100,
Società,🏭 Historia del Capitalismo y del Trabajo,🏭,2,Esploratore,Revolución Comercial y Mercantilismo,"Imperios, colonias",100,
Società,🏭 Historia del Capitalismo y del Trabajo,🏭,3,Esploratore,Revolución Industrial,"Máquinas, fábricas, proletariado",100,🥉 Distintivo di Bronzo
Società,🏭 Historia del Capitalismo y del Trabajo,🏭,4,Apprendista,Capitalismo del Siglo XIX,"Ferrocarriles, monopolios",200,
Società,🏭 Historia del Capitalismo y del Trabajo,🏭,5,Apprendista,Estado del Bienestar y Fordismo,"Producción en masa, derechos laborales",200,
Società,🏭 Historia del Capitalismo y del Trabajo,🏭,6,Apprendista,Neoliberalismo y Globalización,"Deslocalización, finanzas",200,🥈 Distintivo d'Argento
Società,🏭 Historia del Capitalismo y del Trabajo,🏭,7,Intenditore,Automatización y Trabajo Precario,"Gig economy, plataformas",350,
Società,🏭 Historia del Capitalismo y del Trabajo,🏭,8,Intenditore,Críticas y Alternativas,"Marxismo, economía solidaria",350,🥇 Distintivo d'Oro
Società,🏭 Historia del Capitalismo y del Trabajo,🏭,9,Esperto,Capitalismo Digital y de Vigilancia,Datos como mercancía,500,
Società,🏭 Historia del Capitalismo y del Trabajo,🏭,10,Esperto,El Futuro del Trabajo,"Renta básica, robots",500,💎 Distintivo di Diamante
Società,📱 Sociología de las Redes Sociales,📱,1,Esploratore,De Foros a Redes Sociales,"Blogs, MySpace, Facebook",100,
Società,📱 Sociología de las Redes Sociales,📱,2,Esploratore,Plataformas Clave,"Twitter/X, Instagram, TikTok",100,
Società,📱 Sociología de las Redes Sociales,📱,3,Esploratore,"Likes, Seguidores y Ego",Psicología básica del feedback,100,🥉 Distintivo di Bronzo
Società,📱 Sociología de las Redes Sociales,📱,4,Apprendista,Algoritmos y Burbujas de Filtro,Qué ves y qué no ves,200,
Società,📱 Sociología de las Redes Sociales,📱,5,Apprendista,Influencers y Economía de Creadores,Modelos de ingresos,200,
Società,📱 Sociología de las Redes Sociales,📱,6,Apprendista,Ciberacoso y Toxicidad,Efectos en la salud mental,200,🥈 Distintivo d'Argento
Società,📱 Sociología de las Redes Sociales,📱,7,Intenditore,Redes y Política,"Campañas, desinformación",350,
Società,📱 Sociología de las Redes Sociales,📱,8,Intenditore,Activismo Digital,"Hashtags, movimientos sociales",350,🥇 Distintivo d'Oro
Società,📱 Sociología de las Redes Sociales,📱,9,Esperto,"Datos, Vigilancia y Privacidad",Seguimiento masivo,500,
Società,📱 Sociología de las Redes Sociales,📱,10,Esperto,El Futuro de la Vida Conectada,"Metaversos, identidades múltiples",500,💎 Distintivo di Diamante
Società,🗳️ Sistemas Políticos del Mundo,🗳️,1,Esploratore,Qué es un Estado,"Territorio, población, soberanía",100,
Società,🗳️ Sistemas Políticos del Mundo,🗳️,2,Esploratore,Democracias y Dictaduras,Clasificaciones básicas,100,
Società,🗳️ Sistemas Políticos del Mundo,🗳️,3,Esploratore,Separación de Poderes,"Ejecutivo, legislativo, judicial",100,🥉 Distintivo di Bronzo
Società,🗳️ Sistemas Políticos del Mundo,🗳️,4,Apprendista,Modelos Parlamentarios y Presidenciales,"Reino Unido, EE.UU.",200,
Società,🗳️ Sistemas Políticos del Mundo,🗳️,5,Apprendista,Regímenes Autoritarios,"Control, propaganda",200,
Società,🗳️ Sistemas Políticos del Mundo,🗳️,6,Apprendista,Organismos Supranacionales,"UE, ONU, OEA",200,🥈 Distintivo d'Argento
Società,🗳️ Sistemas Políticos del Mundo,🗳️,7,Intenditore,Transiciones Democráticas,Ejemplos históricos,350,
Società,🗳️ Sistemas Políticos del Mundo,🗳️,8,Intenditore,Populismo y Polarización,Tendencias recientes,350,🥇 Distintivo d'Oro
Società,🗳️ Sistemas Políticos del Mundo,🗳️,9,Esperto,Tecnología y Gobernanza,"Voto electrónico, e-gobierno",500,
Società,🗳️ Sistemas Políticos del Mundo,🗳️,10,Esperto,Democracia del Futuro,"Participación digital, IA y política",500,💎 Distintivo di Diamante
Società,♀️ Historia del Feminismo y Movimientos Sociales,♀️,1,Esploratore,Primeras Luchas por Derechos,"Sufragistas, abolición",100,
Società,♀️ Historia del Feminismo y Movimientos Sociales,♀️,2,Esploratore,Olas del Feminismo,"Primera, segunda, tercera",100,
Società,♀️ Historia del Feminismo y Movimientos Sociales,♀️,3,Esploratore,Movimientos Obreros,"Sindicatos, 1 de mayo",100,🥉 Distintivo di Bronzo
Società,♀️ Historia del Feminismo y Movimientos Sociales,♀️,4,Apprendista,Luchas por Derechos Civiles,"EE.UU., Sudáfrica",200,
Società,♀️ Historia del Feminismo y Movimientos Sociales,♀️,5,Apprendista,Movimiento LGTBI+,Hitos y conquistas,200,
Società,♀️ Historia del Feminismo y Movimientos Sociales,♀️,6,Apprendista,Ecologismo y Pacifismo,Movimiento verde,200,🥈 Distintivo d'Argento
Società,♀️ Historia del Feminismo y Movimientos Sociales,♀️,7,Intenditore,Intersectionalidad y Nuevas Agendas,Cruce de opresiones,350,
Società,♀️ Historia del Feminismo y Movimientos Sociales,♀️,8,Intenditore,Redes Sociales y Movilización,"#MeToo, Primavera Árabe",350,🥇 Distintivo d'Oro
Società,♀️ Historia del Feminismo y Movimientos Sociales,♀️,9,Esperto,Reacción y Backlash,Resistencias y contramovimientos,500,
Società,♀️ Historia del Feminismo y Movimientos Sociales,♀️,10,Esperto,Movimientos Sociales del Futuro,Nuevas causas emergentes,500,💎 Distintivo di Diamante
Società,⌛ Economía de la Atención,⌛,1,Esploratore,Qué es la Atención,"Recurso limitado, foco",100,
Società,⌛ Economía de la Atención,⌛,2,Esploratore,Publicidad Tradicional,"TV, radio, prensa",100,
Società,⌛ Economía de la Atención,⌛,3,Esploratore,Publicidad Digital,"Banners, search ads",100,🥉 Distintivo di Bronzo
Società,⌛ Economía de la Atención,⌛,4,Apprendista,Plataformas y Tiempo de Pantalla,Modelos de negocio,200,
Società,⌛ Economía de la Atención,⌛,5,Apprendista,Scroll Infinito y Notificaciones,Diseño adictivo,200,
Società,⌛ Economía de la Atención,⌛,6,Apprendista,Creadores y Contenido Viral,Métricas y tendencias,200,🥈 Distintivo d'Argento
Società,⌛ Economía de la Atención,⌛,7,Intenditore,Coste Cognitivo y Salud Mental,Burnout informativo,350,
Società,⌛ Economía de la Atención,⌛,8,Intenditore,Regulación y Privacidad,Leyes de datos,350,🥇 Distintivo d'Oro
Società,⌛ Economía de la Atención,⌛,9,Esperto,Resistencia: Minimalismo Digital,Estrategias para recuperar el foco,500,
Società,⌛ Economía de la Atención,⌛,10,Esperto,Futuro de la Atención,"Interfaces nuevas, IA curadora",500,💎 Distintivo di Diamante
Natura,🏞️ Grandes Ríos y Civilizaciones,🏞️,1,Esploratore,"Nilo, Tigris y Éufrates",Cunas de civilización,100,
Natura,🏞️ Grandes Ríos y Civilizaciones,🏞️,2,Esploratore,Indo y Ganges,India antigua y moderna,100,
Natura,🏞️ Grandes Ríos y Civilizaciones,🏞️,3,Esploratore,Yangtsé y Amarillo,China y sus ríos,100,🥉 Distintivo di Bronzo
Natura,🏞️ Grandes Ríos y Civilizaciones,🏞️,4,Apprendista,Ríos de Europa,"Danubio, Rin, comercio",200,
Natura,🏞️ Grandes Ríos y Civilizaciones,🏞️,5,Apprendista,Ríos de América,"Amazonas, Mississippi",200,
Natura,🏞️ Grandes Ríos y Civilizaciones,🏞️,6,Apprendista,Ríos de África y su Impacto,"Niger, Congo",200,🥈 Distintivo d'Argento
Natura,🏞️ Grandes Ríos y Civilizaciones,🏞️,7,Intenditore,Represas y Gestión del Agua,"Asuán, Tres Gargantas",350,
Natura,🏞️ Grandes Ríos y Civilizaciones,🏞️,8,Intenditore,Contaminación y Sequías,Crisis hídricas,350,🥇 Distintivo d'Oro
Natura,🏞️ Grandes Ríos y Civilizaciones,🏞️,9,Esperto,Guerras del Agua,Conflictos actuales y potenciales,500,
Natura,🏞️ Grandes Ríos y Civilizaciones,🏞️,10,Esperto,Futuro de los Grandes Ríos,Adaptación climática,500,💎 Distintivo di Diamante
Natura,🏜️ Desiertos del Mundo y Supervivencia,🏜️,1,Esploratore,Qué es un Desierto,"Tipos, clima",100,
Natura,🏜️ Desiertos del Mundo y Supervivencia,🏜️,2,Esploratore,Sahara y Desiertos Africanos,Historia y pueblos,100,
Natura,🏜️ Desiertos del Mundo y Supervivencia,🏜️,3,Esploratore,Desiertos de Asia,"Gobi, Arabia",100,🥉 Distintivo di Bronzo
Natura,🏜️ Desiertos del Mundo y Supervivencia,🏜️,4,Apprendista,Desiertos de América,"Atacama, Sonora",200,
Natura,🏜️ Desiertos del Mundo y Supervivencia,🏜️,5,Apprendista,Flora y Fauna Adaptada,Estrategias de vida,200,
Natura,🏜️ Desiertos del Mundo y Supervivencia,🏜️,6,Apprendista,Supervivencia Humana,"Técnicas, expediciones",200,🥈 Distintivo d'Argento
Natura,🏜️ Desiertos del Mundo y Supervivencia,🏜️,7,Intenditore,Desertificación,Causas humanas y naturales,350,
Natura,🏜️ Desiertos del Mundo y Supervivencia,🏜️,8,Intenditore,Energía Solar en Desiertos,Mega proyectos,350,🥇 Distintivo d'Oro
Natura,🏜️ Desiertos del Mundo y Supervivencia,🏜️,9,Esperto,Ciudades y Proyectos en Desiertos,"Dubai, NEOM",500,
Natura,🏜️ Desiertos del Mundo y Supervivencia,🏜️,10,Esperto,Vida en Otros Mundos Desérticos,Marte como desierto extremo,500,💎 Distintivo di Diamante
Natura,🌲 Bosques y Selvas,🌲,1,Esploratore,Tipos de Bosques,"Tropicales, templados, boreales",100,
Natura,🌲 Bosques y Selvas,🌲,2,Esploratore,Amazonia y Grandes Selvas,Biodiversidad y pueblos,100,
Natura,🌲 Bosques y Selvas,🌲,3,Esploratore,Bosques del Norte,"Taiga, tundra",100,🥉 Distintivo di Bronzo
Natura,🌲 Bosques y Selvas,🌲,4,Apprendista,Bosques y Clima,Sumideros de carbono,200,
Natura,🌲 Bosques y Selvas,🌲,5,Apprendista,Deforestación,Causas y consecuencias,200,
Natura,🌲 Bosques y Selvas,🌲,6,Apprendista,Conservación y Parques,Modelos de protección,200,🥈 Distintivo d'Argento
Natura,🌲 Bosques y Selvas,🌲,7,Intenditore,Economía del Bosque,"Madera, turismo, servicios ecosistémicos",350,
Natura,🌲 Bosques y Selvas,🌲,8,Intenditore,Incendios Forestales,Cambio climático y gestión,350,🥇 Distintivo d'Oro
Natura,🌲 Bosques y Selvas,🌲,9,Esperto,Restauración Ecológica,Reforestación inteligente,500,
Natura,🌲 Bosques y Selvas,🌲,10,Esperto,Bosques del Futuro,"Rewilding, reservas integrales",500,💎 Distintivo di Diamante
Natura,🦤 Fauna Extinta Reciente y Conservación,🦤,1,Esploratore,Especies Extintas Recientes,"Dodo, tilacino",100,
Natura,🦤 Fauna Extinta Reciente y Conservación,🦤,2,Esploratore,Causas de Extinción,"Caza, hábitat, invasoras",100,
Natura,🦤 Fauna Extinta Reciente y Conservación,🦤,3,Esploratore,Historias Emblemáticas,"Búfalo americano, ballena azul",100,🥉 Distintivo di Bronzo
Natura,🦤 Fauna Extinta Reciente y Conservación,🦤,4,Apprendista,Listas Rojas y Estado de Conservación,UICN,200,
Natura,🦤 Fauna Extinta Reciente y Conservación,🦤,5,Apprendista,Zoológicos y Reservas,Rol en conservación,200,
Natura,🦤 Fauna Extinta Reciente y Conservación,🦤,6,Apprendista,Éxitos en Recuperación,"Lince ibérico, cóndor",200,🥈 Distintivo d'Argento
Natura,🦤 Fauna Extinta Reciente y Conservación,🦤,7,Intenditore,Conservación Genética,Bancos de genes,350,
Natura,🦤 Fauna Extinta Reciente y Conservación,🦤,8,Intenditore,Rewilding y Reintroducciones,Casos prácticos,350,🥇 Distintivo d'Oro
Natura,🦤 Fauna Extinta Reciente y Conservación,🦤,9,Esperto,De-Extinción,Mamuts y debate ético,500,
Natura,🦤 Fauna Extinta Reciente y Conservación,🦤,10,Esperto,Convivencia Humano-Fauna,Nuevos pactos y límites,500,💎 Distintivo di Diamante
Natura,🧊 Glaciares y Regiones Polares,🧊,1,Esploratore,Qué es un Glaciar,"Formación, tipos",100,
Natura,🧊 Glaciares y Regiones Polares,🧊,2,Esploratore,Ártico y Antártida,Diferencias básicas,100,
Natura,🧊 Glaciares y Regiones Polares,🧊,3,Esploratore,Fauna Polar,"Osos, pingüinos, focas",100,🥉 Distintivo di Bronzo
Natura,🧊 Glaciares y Regiones Polares,🧊,4,Apprendista,Hielo y Clima Global,"Albedo, regulador térmico",200,
Natura,🧊 Glaciares y Regiones Polares,🧊,5,Apprendista,Exploradores Polares,"Amundsen, Scott",200,
Natura,🧊 Glaciares y Regiones Polares,🧊,6,Apprendista,Bases Científicas,Investigación en los polos,200,🥈 Distintivo d'Argento
Natura,🧊 Glaciares y Regiones Polares,🧊,7,Intenditore,Retroceso de Glaciares,Impactos locales,350,
Natura,🧊 Glaciares y Regiones Polares,🧊,8,Intenditore,Rutas Marítimas y Recursos,Paso del Noroeste,350,🥇 Distintivo d'Oro
Natura,🧊 Glaciares y Regiones Polares,🧊,9,Esperto,Conflictos Geopolíticos en el Hielo,Reclamos territoriales,500,
Natura,🧊 Glaciares y Regiones Polares,🧊,10,Esperto,Futuro de las Regiones Polares,Escenarios climáticos,500,💎 Distintivo di Diamante
Tecnologia,💡 Innovación y Emprendimiento,💡,1,Esploratore,Qué es Innovar,"Ideas, problemas y soluciones",100,
Tecnologia,💡 Innovación y Emprendimiento,💡,2,Esploratore,Casos Históricos de Emprendedores,"Edison, Ford",100,
Tecnologia,💡 Innovación y Emprendimiento,💡,3,Esploratore,Startups y Silicon Valley,Nacimiento del ecosistema,100,🥉 Distintivo di Bronzo
Tecnologia,💡 Innovación y Emprendimiento,💡,4,Apprendista,Modelos de Negocio,"Suscripción, marketplace, freemium",200,
Tecnologia,💡 Innovación y Emprendimiento,💡,5,Apprendista,Financiación y Capital Riesgo,"VC, ángeles, bootstrapping",200,
Tecnologia,💡 Innovación y Emprendimiento,💡,6,Apprendista,Validación y Producto Mínimo Viable,Iterar con usuarios,200,🥈 Distintivo d'Argento
Tecnologia,💡 Innovación y Emprendimiento,💡,7,Intenditore,Escalar una Startup,"Equipo, procesos, cultura",350,
Tecnologia,💡 Innovación y Emprendimiento,💡,8,Intenditore,Fracaso y Aprendizaje,"Casos sonados, lecciones",350,🥇 Distintivo d'Oro
Tecnologia,💡 Innovación y Emprendimiento,💡,9,Esperto,Emprendimiento de Impacto,"Triple balance, sostenibilidad",500,
Tecnologia,💡 Innovación y Emprendimiento,💡,10,Esperto,Innovar con IA,Nuevos modelos habilitados por IA,500,💎 Distintivo di Diamante
Società,💵 Psicología del Dinero,💵,1,Esploratore,Dinero y Emociones,"Miedo, avaricia",100,
Società,💵 Psicología del Dinero,💵,2,Esploratore,Sesgos en Decisiones Financieras,"Anclas, aversión a la pérdida",100,
Società,💵 Psicología del Dinero,💵,3,Esploratore,Hábitos de Consumo,Impulso vs planificación,100,🥉 Distintivo di Bronzo
Società,💵 Psicología del Dinero,💵,4,Apprendista,Publicidad y Compra,Técnicas de persuasión,200,
Società,💵 Psicología del Dinero,💵,5,Apprendista,Endeudamiento y Crédito,Psicología del préstamo,200,
Società,💵 Psicología del Dinero,💵,6,Apprendista,Ahorro e Inversión,Mentalidad de largo plazo,200,🥈 Distintivo d'Argento
Società,💵 Psicología del Dinero,💵,7,Intenditore,Dinero y Estatus,"Señales, comparación social",350,
Società,💵 Psicología del Dinero,💵,8,Intenditore,Cultura y Relación con el Dinero,Diferencias regionales,350,🥇 Distintivo d'Oro
Società,💵 Psicología del Dinero,💵,9,Esperto,Dinero y Felicidad,Qué dice la investigación,500,
Società,💵 Psicología del Dinero,💵,10,Esperto,Reescribir tu Narrativa Financiera,Cambiar creencias y hábitos,500,💎 Distintivo di Diamante
Salute,📈 Hábitos y Productividad,📈,1,Esploratore,Qué es un Hábito,Bucle señal-rutina-recompensa,100,
Salute,📈 Hábitos y Productividad,📈,2,Esploratore,Motivación y Voluntad,Mitologías y realidades,100,
Salute,📈 Hábitos y Productividad,📈,3,Esploratore,Procrastinación,Por qué la mente pospone,100,🥉 Distintivo di Bronzo
Salute,📈 Hábitos y Productividad,📈,4,Apprendista,Sistemas de Organización,"Listas, calendarios, GTD",200,
Salute,📈 Hábitos y Productividad,📈,5,Apprendista,Gestión del Tiempo,"Bloques, timeboxing",200,
Salute,📈 Hábitos y Productividad,📈,6,Apprendista,"Energía, Sueño y Productividad",Ritmos biológicos,200,🥈 Distintivo d'Argento
Salute,📈 Hábitos y Productividad,📈,7,Intenditore,Diseñar Hábitos Duraderos,"Ambiente, identidad",350,
Salute,📈 Hábitos y Productividad,📈,8,Intenditore,Productividad en la Era Digital,"Distracciones, multitarea",350,🥇 Distintivo d'Oro
Salute,📈 Hábitos y Productividad,📈,9,Esperto,Flujo (Flow) y Alto Rendimiento,Condiciones para entrar en flow,500,
Salute,📈 Hábitos y Productividad,📈,10,Esperto,Sistemas de Productividad Personalizados,Crearte tu propio sistema,500,💎 Distintivo di Diamante
Società,🏙️ Historia de las Ciudades y Urbanismo,🏙️,1,Esploratore,Primeras Ciudades,"Mesopotamia, valle del Indo",100,
Società,🏙️ Historia de las Ciudades y Urbanismo,🏙️,2,Esploratore,Ciudades Antiguas,"Roma, Atenas, Teotihuacán",100,
Società,🏙️ Historia de las Ciudades y Urbanismo,🏙️,3,Esploratore,Ciudades Medievales,"Murallas, gremios",100,🥉 Distintivo di Bronzo
Società,🏙️ Historia de las Ciudades y Urbanismo,🏙️,4,Apprendista,Revolución Industrial y Ciudad,"Fábricas, barrios obreros",200,
Società,🏙️ Historia de las Ciudades y Urbanismo,🏙️,5,Apprendista,Urbanismo Moderno,"Haussmann, zonificación",200,
Società,🏙️ Historia de las Ciudades y Urbanismo,🏙️,6,Apprendista,Megaciudades y Suburbios,Crecimiento acelerado,200,🥈 Distintivo d'Argento
Società,🏙️ Historia de las Ciudades y Urbanismo,🏙️,7,Intenditore,Problemas Urbanos,"Tráfico, vivienda, contaminación",350,
Società,🏙️ Historia de las Ciudades y Urbanismo,🏙️,8,Intenditore,Ciudades Sostenibles,"Transporte público, verde",350,🥇 Distintivo d'Oro
Società,🏙️ Historia de las Ciudades y Urbanismo,🏙️,9,Esperto,Smart Cities,"Datos, sensores, gobernanza",500,
